listingId,title,streetAddress,address,rent,beds,baths,sqft,propertyType,phone,latitude,longitude,url,placardType,timestamp
3spfnne,"372 Park St Unit Apt. #3, Bristol, CT 06010",372 Park St Unit Apt. #3,,"$1,050",2,1,750,Apartment for Rent,(203) 725-5514,,,https://www.apartments.com/372-park-st-bristol-ct-unit-apt-3/3spfnne/,prosumer,2025-07-01T04:17:26.184Z
7db0pyy,"115 W Avon Rd, Unionville, CT 06085",115 W Avon Rd,,"$4,000",4,3,2342,House for Rent,(860) 530-6951,,,https://www.apartments.com/115-w-avon-rd-unionville-ct/7db0pyy/,prosumer,2025-07-01T04:17:26.200Z
94lr0m6,"8 Alto Rd Unit C Rear, Burlington, CT 06013",8 Alto Rd Unit C Rear,,"$2,200",2,1,1200,Apartment for Rent,(860) 782-6689,,,https://www.apartments.com/8-alto-rd-burlington-ct/94lr0m6/,prosumer,2025-07-01T04:17:26.228Z
yh0fn8v,"37 Nicholas Dr Unit 37 Nicholas Dr Bristol CT, Bristol, CT 06010",37 Nicholas Dr Unit 37 Nicholas Dr Bristol CT,,"$2,100",3,1.5,1300,Apartment for Rent,(860) 936-9051,,,https://www.apartments.com/37-nicholas-dr-bristol-ct-unit-37-nicholas-dr-bristol-ct/yh0fn8v/,prosumer,2025-07-01T04:17:26.241Z
b4wj5b8,"197 Tremont St Unit 2F, New Britain, CT 06051",197 Tremont St Unit 2F,,"$1,625",2,1,800,Apartment for Rent,(959) 666-9616,,,https://www.apartments.com/197-tremont-st-new-britain-ct/b4wj5b8/,prosumer,2025-07-01T04:17:26.258Z
vzdt9zg,"1560 Corbin Ave Unit Eduardo soler, New Britain, CT 06053",1560 Corbin Ave Unit Eduardo soler,,"$1,550",2,1,150,Apartment for Rent,(860) 200-3936,,,https://www.apartments.com/1560-corbin-ave-new-britain-ct/vzdt9zg/,prosumer,2025-07-01T04:17:26.267Z
88k0w01,"1744 Farmington Ave Unit 2, Unionville, CT 06085",1744 Farmington Ave Unit 2,,"$1,600",1,1,650,Apartment for Rent,(860) 785-6445,,,https://www.apartments.com/1744-farmington-ave-unionville-ct/88k0w01/,prosumer,2025-07-01T04:17:26.281Z
4c98s1h,"632 E Main St, New Britain, CT 06051",632 E Main St,,"$1,700",,1,480,Apartment for Rent,(860) 626-5997,,,https://www.apartments.com/632-e-main-st-new-britain-ct/4c98s1h/,prosumer,2025-07-01T04:17:26.295Z
m3xqmxl,"67 Brooklawn St Unit 2nd Floor, New Britain, CT 06052",67 Brooklawn St Unit 2nd Floor,,"$1,600",2,1,1116,Apartment for Rent,(959) 245-2521,,,https://www.apartments.com/67-brooklawn-st-new-britain-ct/m3xqmxl/,prosumer,2025-07-01T04:17:26.309Z
1p3f0n5,"54 Hungary Rd, Granby, CT 06035",54 Hungary Rd,,"$1,100",1,1,1850,Room for Rent,(860) 310-1064,,,https://www.apartments.com/54-hungary-rd-granby-ct/1p3f0n5/,prosumer,2025-07-01T04:17:26.328Z
08067k2,"16 Wellington Dr Unit 16 Wellington Dr, Farmington, CT 06032",16 Wellington Dr Unit 16 Wellington Dr,,"$1,900",2,1,907,Condo for Rent,(860) 321-1093,,,https://www.apartments.com/16-wellington-dr-farmington-ct-unit-16-wellington-dr/08067k2/,prosumer,2025-07-01T04:17:26.342Z
c3l5cld,"372 Park St Unit 3, Bristol, CT 06010",372 Park St Unit 3,,"$1,050",2,1,750,Apartment for Rent,(860) 261-0709,,,https://www.apartments.com/372-park-st-bristol-ct/c3l5cld/,prosumer,2025-07-01T04:17:26.351Z
8qpj050,"267 N Washington St, Plainville, CT 06062",267 N Washington St,,"$2,400",4,1,1202,House for Rent,,,,https://www.apartments.com/267-n-washington-st-plainville-ct/8qpj050/,prosumer,2025-07-01T04:17:26.364Z
f72ptft,"226 Prospect St, Bristol, CT 06010",226 Prospect St,,"$1,500 - $2,150",3,1,,Apartment for Rent,(860) 845-1382,,,https://www.apartments.com/226-prospect-st-bristol-ct/f72ptft/,prosumer,2025-07-01T04:17:26.379Z
x9j6rwp,"54 Bridge St Unit #54 2nd floor west, Collinsville, CT 06019",54 Bridge St Unit #54 2nd floor west,,"$1,600",1,1,700,Apartment for Rent,(860) 560-1605,,,https://www.apartments.com/54-bridge-st-collinsville-ct/x9j6rwp/,prosumer,2025-07-01T04:17:26.388Z
1f037n5,"10 Talcott Forest Rd Unit F, Farmington, CT 06032",10 Talcott Forest Rd Unit F,,"$3,200",4,2,1750,Condo for Rent,(857) 567-0377,,,https://www.apartments.com/10-talcott-forest-rd-farmington-ct-unit-f/1f037n5/,prosumer,2025-07-01T04:17:26.402Z
1kw0h94,"17 Lincoln Ave Unit 18, Bristol, CT 06010",17 Lincoln Ave Unit 18,,"$1,100",1,1,650,Apartment for Rent,(860) 845-1539,,,https://www.apartments.com/17-lincoln-ave-bristol-ct/1kw0h94/,prosumer,2025-07-01T04:17:26.412Z
9lqhmd7,"78 Atlantic St, New Britain, CT 06053",78 Atlantic St,,"$1,450",2,1,900,Apartment for Rent,(860) 756-5310,,,https://www.apartments.com/78-atlantic-st-new-britain-ct/9lqhmd7/,prosumer,2025-07-01T04:17:26.426Z
55lyrsp,"166 Firetown Rd, Simsbury, CT 06070",166 Firetown Rd,,"$2,750",2,1,644,House for Rent,(860) 604-6210,,,https://www.apartments.com/166-firetown-rd-simsbury-ct/55lyrsp/,prosumer,2025-07-01T04:17:26.435Z
0d42lt3,"41 Washington St Unit 301, Bristol, CT 06010",41 Washington St Unit 301,,"$1,700",2,1,,Apartment for Rent,(860) 205-8640,,,https://www.apartments.com/41-washington-st-bristol-ct-unit-301/0d42lt3/,prosumer,2025-07-01T04:17:26.463Z
sk83q45,"129 Pleasant St, New Britain, CT 06051",129 Pleasant St,,"$1,200",3,1,819,Apartment for Rent,(203) 887-6226,,,https://www.apartments.com/129-pleasant-st-new-britain-ct/sk83q45/,prosumer,2025-07-01T04:17:26.472Z
mwged7h,"238 Booth St, New Britain, CT 06053",238 Booth St,,"$1,700",3,1,1168,Apartment for Rent,(860) 331-5156,,,https://www.apartments.com/238-booth-st-new-britain-ct/mwged7h/,prosumer,2025-07-01T04:17:26.484Z
qew4wfy,"45 Park Pl Unit APT 202, New Britain, CT 06052",45 Park Pl Unit APT 202,,"$1,400",1,1,691,Condo for Rent,(203) 651-8421,,,https://www.apartments.com/45-park-pl-new-britain-ct-unit-apt-202/qew4wfy/,prosumer,2025-07-01T04:17:26.501Z
dwlzyqk,"305 Slater Rd, New Britain, CT 06053",305 Slater Rd,,"$2,950",4,1,1040,House for Rent,(860) 790-9858,,,https://www.apartments.com/305-slater-rd-new-britain-ct/dwlzyqk/,prosumer,2025-07-01T04:17:26.518Z
tchvqxb,"60 Southdown Dr, Bristol, CT 06010",60 Southdown Dr,,"$3,700",3,2.5,2768,House for Rent,(203) 772-9075,,,https://www.apartments.com/60-southdown-dr-bristol-ct/tchvqxb/,prosumer,2025-07-01T04:17:26.527Z
nstfegn,"92 Stewart St Unit 3, Bristol, CT 06010",92 Stewart St Unit 3,,"$1,550",3,1,3864,Apartment for Rent,(860) 712-7419,,,https://www.apartments.com/92-stewart-st-bristol-ct-unit-3/nstfegn/,prosumer,2025-07-01T04:17:26.542Z
4p752ej,"92 Stewart St Unit 1, Bristol, CT 06010",92 Stewart St Unit 1,,"$1,550",3,1,3864,Apartment for Rent,(860) 712-7419,,,https://www.apartments.com/92-stewart-st-bristol-ct-unit-1/4p752ej/,prosumer,2025-07-01T04:17:26.557Z
f5f1dcr,"70 Whiting St Unit Apt C, Plainville, CT 06062",70 Whiting St Unit Apt C,,"$2,500",2,1.5,1200,Apartment for Rent,(860) 538-7567,,,https://www.apartments.com/70-whiting-st-plainville-ct-unit-apt-c/f5f1dcr/,prosumer,2025-07-01T04:17:26.588Z
dg63ytj,"70 Whiting St Unit Apt D, Plainville, CT 06062",70 Whiting St Unit Apt D,,"$2,500",2,1.5,1200,Apartment for Rent,(860) 538-7567,,,https://www.apartments.com/70-whiting-st-plainville-ct-unit-apt-d/dg63ytj/,prosumer,2025-07-01T04:17:26.601Z
tlmnbmb,"70 Whiting St Unit Apt E, Plainville, CT 06062",70 Whiting St Unit Apt E,,"$2,500",2,1.5,1200,Apartment for Rent,(860) 538-7567,,,https://www.apartments.com/70-whiting-st-plainville-ct-unit-apt-e/tlmnbmb/,prosumer,2025-07-01T04:17:26.610Z
vwcf5tf,"70 Whiting St Unit Apt H, Plainville, CT 06062",70 Whiting St Unit Apt H,,"$2,500",2,1.5,1200,Apartment for Rent,(860) 538-7567,,,https://www.apartments.com/70-whiting-st-plainville-ct-unit-apt-h/vwcf5tf/,prosumer,2025-07-01T04:17:26.624Z
1m8mnj6,"70 Whiting St Unit Apt B, Plainville, CT 06062",70 Whiting St Unit Apt B,,"$2,500",2,1.5,1200,Apartment for Rent,(860) 538-7567,,,https://www.apartments.com/70-whiting-st-plainville-ct-unit-apt-b/1m8mnj6/,prosumer,2025-07-01T04:17:26.640Z
qvssmvy,"25 Locust St, New Britain, CT 06051",25 Locust St,,"$1,395",2,1,800,Apartment for Rent,(860) 250-5794,,,https://www.apartments.com/25-locust-st-new-britain-ct/qvssmvy/,prosumer,2025-07-01T04:17:26.664Z
4wce56h,"214 Main St, Plymouth, CT 06786",214 Main St,,"$1,495",2,1,990,Apartment for Rent,(475) 900-3101,,,https://www.apartments.com/214-main-st-plymouth-ct/4wce56h/,prosumer,2025-07-01T04:17:26.674Z
qxchyyw,"23 Lyman St Unit #3 East, New Britain, CT 06053",23 Lyman St Unit #3 East,,"$1,200",1,1,800,Apartment for Rent,(475) 221-4692,,,https://www.apartments.com/23-lyman-st-new-britain-ct-unit-3-east/qxchyyw/,prosumer,2025-07-01T04:17:26.690Z
vjnfb4g,"155 Redstone Hl Rd Unit 10, Bristol, CT 06010",155 Redstone Hl Rd Unit 10,,"$1,800",2,1.5,1092,Condo for Rent,(860) 655-3711,,,https://www.apartments.com/155-redstone-hl-rd-bristol-ct-unit-10/vjnfb4g/,prosumer,2025-07-01T04:17:26.719Z
xcyylhp,"167 N Main St, Southington, CT 06489",167 N Main St,,"$2,275",2,1.5,1400,Apartment for Rent,(203) 631-4312,,,https://www.apartments.com/167-n-main-st-southington-ct/xcyylhp/,prosumer,2025-07-01T04:17:26.732Z
ybs7bgr,"41 Briarwood Rd, West Hartford, CT 06107",41 Briarwood Rd,,"$2,700",2,1,1435,House for Rent,(860) 712-9665,,,https://www.apartments.com/41-briarwood-rd-west-hartford-ct/ybs7bgr/,prosumer,2025-07-01T04:17:26.761Z
gwshp6y,"1657 Farmington Ave, Farmington, CT 06085",1657 Farmington Ave,,"$3,000",4,2.5,1608,House for Rent,(860) 913-9411,,,https://www.apartments.com/1657-farmington-ave-farmington-ct/gwshp6y/,prosumer,2025-07-01T04:17:26.779Z
9xykj97,"162 Columbia St, New Britain, CT 06052",162 Columbia St,,"$1,790",2,1,1273,Apartment for Rent,(860) 985-2920,,,https://www.apartments.com/162-columbia-st-new-britain-ct/9xykj97/,prosumer,2025-07-01T04:17:29.210Z
81v3d31,"19 Sunrise Terrace, Simsbury, CT 06089",19 Sunrise Terrace,,"$2,650",3,1,1404,House for Rent,(203) 233-8913,,,https://www.apartments.com/19-sunrise-terrace-simsbury-ct/81v3d31/,prosumer,2025-07-01T04:17:29.228Z
q6v3hly,"45 Connerton St Unit 2nd Fl, New Britain, CT 06051",45 Connerton St Unit 2nd Fl,,"$1,400",2,1,3740,Apartment for Rent,(860) 306-0649,,,https://www.apartments.com/45-connerton-st-new-britain-ct-unit-2nd-fl/q6v3hly/,prosumer,2025-07-01T04:17:29.244Z
6cz6yds,"34 Ward St, Bristol, CT 06010",34 Ward St,,"$1,350",2,1,2666,Apartment for Rent,(860) 883-8807,,,https://www.apartments.com/34-ward-st-bristol-ct/6cz6yds/,prosumer,2025-07-01T04:17:29.260Z
tqbx998,"138 Pleasant St Unit 1, New Britain, CT 06051",138 Pleasant St Unit 1,,"$1,500",1,1,2588,Apartment for Rent,(860) 280-8509,,,https://www.apartments.com/138-pleasant-st-new-britain-ct-unit-1/tqbx998/,prosumer,2025-07-01T04:17:29.270Z
k70gmcc,"27 Seymour St, Bristol, CT 06010",27 Seymour St,,"$2,200",3,1,2872,Apartment for Rent,(860) 614-4520,,,https://www.apartments.com/27-seymour-st-bristol-ct/k70gmcc/,prosumer,2025-07-01T04:17:29.286Z
r7clh31,"10 Riverview Unit 10, Avon, CT 06001",10 Riverview Unit 10,,"$3,000",2,2.5,2028,Condo for Rent,(860) 986-9297,,,https://www.apartments.com/10-riverview-avon-ct-unit-10/r7clh31/,prosumer,2025-07-01T04:17:29.296Z
9cykfb7,"7 Bicycle St Unit 9, Plainville, CT 06062",7 Bicycle St Unit 9,,"$1,875",2,1,900,Apartment for Rent,(860) 402-8517,,,https://www.apartments.com/7-bicycle-st-plainville-ct-unit-9/9cykfb7/,prosumer,2025-07-01T04:17:29.312Z
eh3353p,"166 Queen St, Bristol, CT 06010",166 Queen St,,"$1,500",2,1,1100,Apartment for Rent,(860) 930-1998,,,https://www.apartments.com/166-queen-st-bristol-ct/eh3353p/,prosumer,2025-07-01T04:17:29.332Z
4vttpml,"73 Prospect St, New Britain, CT 06051",73 Prospect St,,"$1,300",2,1,2784,Apartment for Rent,(860) 978-0072,,,https://www.apartments.com/73-prospect-st-new-britain-ct/4vttpml/,prosumer,2025-07-01T04:17:29.346Z
hsyz6r0,"21 Tremont St Unit 1, New Britain, CT 06051",21 Tremont St Unit 1,,"$1,746",3,1,1522,Apartment for Rent,(860) 368-1931,,,https://www.apartments.com/21-tremont-st-new-britain-ct-unit-1/hsyz6r0/,prosumer,2025-07-01T04:17:29.356Z
yb7kpqt,"237 Long Swamp Rd Unit A, Wolcott, CT 06716",237 Long Swamp Rd Unit A,,"$2,800",3,2,1602,Apartment for Rent,(203) 414-6860,,,https://www.apartments.com/237-long-swamp-rd-wolcott-ct-unit-a/yb7kpqt/,prosumer,2025-07-01T04:17:29.370Z
dtb410j,"237 Longview Ave, Bristol, CT 06010",237 Longview Ave,,"$3,400",3,2.5,1193,House for Rent,(860) 539-1444,,,https://www.apartments.com/237-longview-ave-bristol-ct/dtb410j/,prosumer,2025-07-01T04:17:29.386Z
s03ccs6,"22 Kelley St, Bristol, CT 06010",22 Kelley St,,"$1,750",3,1,1014,Apartment for Rent,(860) 921-3597,,,https://www.apartments.com/22-kelley-st-bristol-ct/s03ccs6/,prosumer,2025-07-01T04:17:29.396Z
0jz6yw1,"146 Sterling St, New Britain, CT 06053",146 Sterling St,,"$2,700",4,1,1539,House for Rent,(203) 606-1498,,,https://www.apartments.com/146-sterling-st-new-britain-ct/0jz6yw1/,prosumer,2025-07-01T04:17:29.411Z
q7fek6w,"77 Laurel Rd, Harwinton, CT 06791",77 Laurel Rd,,"$3,000",3,2,1768,House for Rent,(203) 954-7292,,,https://www.apartments.com/77-laurel-rd-harwinton-ct/q7fek6w/,prosumer,2025-07-01T04:17:29.421Z
tt7pqrb,"14 Dwight St Unit 3B, Bristol, CT 06010",14 Dwight St Unit 3B,,"$1,450",2,1,750,Apartment for Rent,(989) 859-7645,,,https://www.apartments.com/14-dwight-st-bristol-ct-unit-3b/tt7pqrb/,prosumer,2025-07-01T04:17:29.436Z
d0e056l,"20 Ward St Unit 1, Bristol, CT 06010",20 Ward St Unit 1,,"$1,350",2,1,864,Apartment for Rent,(860) 883-8807,,,https://www.apartments.com/20-ward-st-bristol-ct-unit-1/d0e056l/,prosumer,2025-07-01T04:17:29.455Z
0xgesn3,"84 Barlow St, Bristol, CT 06010",84 Barlow St,,"$3,000",4,1.5,1267,House for Rent,(203) 508-3822,,,https://www.apartments.com/84-barlow-st-bristol-ct/0xgesn3/,prosumer,2025-07-01T04:17:29.472Z
bp29lkc,"16 Applewood Ln Unit 16, Avon, CT 06001",16 Applewood Ln Unit 16,,"$3,500",3,2.5,1910,Condo for Rent,(860) 944-3773,,,https://www.apartments.com/16-applewood-ln-avon-ct-unit-16/bp29lkc/,prosumer,2025-07-01T04:17:29.483Z
r53lkl0,"295 Lasalle St, New Britain, CT 06051",295 Lasalle St,,"$1,500",2,1,1000,Apartment for Rent,(860) 944-3336,,,https://www.apartments.com/295-lasalle-st-new-britain-ct/r53lkl0/,prosumer,2025-07-01T04:17:29.498Z
fchfk0v,"280 Salmon Brook St Unit 5-109, Granby, CT 06035",280 Salmon Brook St Unit 5-109,,"$1,785",1,1,819,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-109/fchfk0v/,prosumer,2025-07-01T04:17:29.514Z
kvlkk9c,"280 Salmon Brook St Unit 5-107, Granby, CT 06035",280 Salmon Brook St Unit 5-107,,"$1,785",1,1,819,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-107/kvlkk9c/,prosumer,2025-07-01T04:17:29.524Z
1tpvct5,"280 Salmon Brook St Unit 5-104, Granby, CT 06035",280 Salmon Brook St Unit 5-104,,"$1,785",1,1,819,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-104/1tpvct5/,prosumer,2025-07-01T04:17:29.540Z
hp7h7h0,"280 Salmon Brook St Unit 5-103, Granby, CT 06035",280 Salmon Brook St Unit 5-103,,"$2,550",2,2,1160,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-103/hp7h7h0/,prosumer,2025-07-01T04:17:29.550Z
hmgh501,"280 Salmon Brook St Unit 5-105, Granby, CT 06035",280 Salmon Brook St Unit 5-105,,"$2,550",2,2,1160,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-105/hmgh501/,prosumer,2025-07-01T04:17:29.567Z
ky7kqj8,"280 Salmon Brook St Unit 5-110, Granby, CT 06035",280 Salmon Brook St Unit 5-110,,"$2,550",2,2,1160,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-110/ky7kqj8/,prosumer,2025-07-01T04:17:29.577Z
pecpmts,"280 Salmon Brook St Unit 6-306, Granby, CT 06035",280 Salmon Brook St Unit 6-306,,"$2,850",3,2,1501,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-6-306/pecpmts/,prosumer,2025-07-01T04:17:29.605Z
m5cm4vj,"280 Salmon Brook St Unit 5-106, Granby, CT 06035",280 Salmon Brook St Unit 5-106,,"$2,850",3,2,1501,Condo for Rent,(717) 719-7054,,,https://www.apartments.com/280-salmon-brook-st-granby-ct-unit-5-106/m5cm4vj/,prosumer,2025-07-01T04:17:29.615Z
6nhebpr,"84 New Rd, Avon, CT 06001",84 New Rd,,"$2,950",4,2.5,1922,House for Rent,(860) 888-2732,,,https://www.apartments.com/84-new-rd-avon-ct/6nhebpr/,prosumer,2025-07-01T04:17:29.625Z
s048q05,"68 George St, Bristol, CT 06010",68 George St,,"$1,650",2,1,942,Apartment for Rent,(860) 670-9513,,,https://www.apartments.com/68-george-st-bristol-ct/s048q05/,prosumer,2025-07-01T04:17:29.640Z
55dhmbp,"633 Arch St Unit 3, New Britain, CT 06051",633 Arch St Unit 3,,"$1,250",2,1,832,Apartment for Rent,(860) 938-6311,,,https://www.apartments.com/633-arch-st-new-britain-ct-unit-3/55dhmbp/,prosumer,2025-07-01T04:17:29.657Z
v9z8rhe,"218 Berlin Ave, Southington, CT 06489",218 Berlin Ave,,"$2,250",3,1,1248,House for Rent,(860) 276-5802,,,https://www.apartments.com/218-berlin-ave-southington-ct/v9z8rhe/,prosumer,2025-07-01T04:17:29.667Z
qfweh0w,"35 High St, Canton, CT 06019",35 High St,,"$2,800",4,1,1540,House for Rent,(860) 416-0388,,,https://www.apartments.com/35-high-st-canton-ct/qfweh0w/,prosumer,2025-07-01T04:17:29.683Z
792xq4y,"27 Margerie St Unit 2, Bristol, CT 06010",27 Margerie St Unit 2,,"$1,250",2,1,550,Apartment for Rent,(860) 214-3974,,,https://www.apartments.com/27-margerie-st-bristol-ct-unit-2/792xq4y/,prosumer,2025-07-01T04:17:29.698Z
bfvvh9c,"340 Arch St Unit 4N, New Britain, CT 06051",340 Arch St Unit 4N,,"$1,600",3,1,1000,Apartment for Rent,(860) 617-1740,,,https://www.apartments.com/340-arch-st-new-britain-ct-unit-4n/bfvvh9c/,prosumer,2025-07-01T04:17:29.708Z
266znzc,"70 George St, Bristol, CT 06010",70 George St,,"$1,650",2,1,816,Apartment for Rent,(860) 670-9513,,,https://www.apartments.com/70-george-st-bristol-ct/266znzc/,prosumer,2025-07-01T04:17:29.739Z
2wv8849,"482 West St, Bristol, CT 06010",482 West St,,"$1,850",2,1,1976,Apartment for Rent,(203) 525-9034,,,https://www.apartments.com/482-west-st-bristol-ct/2wv8849/,prosumer,2025-07-01T04:17:29.749Z
crskx4g,"530 West St, Southington, CT 06489",530 West St,,"$1,200",3,1,1494,Room for Rent,(860) 384-9770,,,https://www.apartments.com/530-west-st-southington-ct/crskx4g/,prosumer,2025-07-01T04:17:29.759Z
yvvn41t,"110 Songbird Ln Unit 110, Farmington, CT 06032",110 Songbird Ln Unit 110,,"$2,500",2,2.5,1236,Condo for Rent,(860) 877-9771,,,https://www.apartments.com/110-songbird-ln-farmington-ct-unit-110/yvvn41t/,prosumer,2025-07-01T04:17:29.775Z
j0tcsf6,"33 Howland Rd, West Hartford, CT 06107",33 Howland Rd,,"$4,200",4,2.5,1836,House for Rent,(610) 972-2101,,,https://www.apartments.com/33-howland-rd-west-hartford-ct/j0tcsf6/,prosumer,2025-07-01T04:17:32.259Z
8y0vzw3,"30 Long St, New Britain, CT 06051",30 Long St,,"$1,200",1,1,750,Apartment for Rent,(959) 777-4843,,,https://www.apartments.com/30-long-st-new-britain-ct/8y0vzw3/,prosumer,2025-07-01T04:17:32.281Z
6rfq7lv,"39 Washington St Unit 302, Bristol, CT 06010",39 Washington St Unit 302,,"$1,700",2,1,900,Apartment for Rent,(860) 205-8640,,,https://www.apartments.com/39-washington-st-bristol-ct-unit-302/6rfq7lv/,prosumer,2025-07-01T04:17:32.304Z
hf4zf62,"69 Smith St Unit 2, New Britain, CT 06053",69 Smith St Unit 2,,"$1,600",2,1,1576,Apartment for Rent,(203) 218-8853,,,https://www.apartments.com/69-smith-st-new-britain-ct-unit-2/hf4zf62/,prosumer,2025-07-01T04:17:32.324Z
d5whz8h,"75 Harold Rd, Farmington, CT 06032",75 Harold Rd,,"$3,200",3,3,1462,House for Rent,(860) 302-4411,,,https://www.apartments.com/75-harold-rd-farmington-ct/d5whz8h/,prosumer,2025-07-01T04:17:32.335Z
tr081bc,"218 West St Unit C4, Bristol, CT 06010",218 West St Unit C4,,"$1,450",2,1,11640,Apartment for Rent,(860) 919-7377,,,https://www.apartments.com/218-west-st-bristol-ct-unit-c4/tr081bc/,prosumer,2025-07-01T04:17:32.351Z
46m82wj,"147 Overlook Ave Unit 2, New Britain, CT 06053",147 Overlook Ave Unit 2,,"$1,600",3,1,1144,Apartment for Rent,(860) 402-8517,,,https://www.apartments.com/147-overlook-ave-new-britain-ct-unit-2/46m82wj/,prosumer,2025-07-01T04:17:32.361Z
6lfn9rr,"160 Brittany Farms Rd Unit B, New Britain, CT 06053",160 Brittany Farms Rd Unit B,,"$2,500",2,2.5,1658,Condo for Rent,(860) 305-5585,,,https://www.apartments.com/160-brittany-farms-rd-new-britain-ct-unit-b/6lfn9rr/,prosumer,2025-07-01T04:17:32.377Z
nwt48vp,"194 S Main St Unit 4, New Britain, CT 06051",194 S Main St Unit 4,,"$1,150",1,1,700,Apartment for Rent,(203) 887-6226,,,https://www.apartments.com/194-s-main-st-new-britain-ct-unit-4/nwt48vp/,prosumer,2025-07-01T04:17:32.393Z
p79kc9v,"76 Gridley St Unit 2nd floor, Bristol, CT 06010",76 Gridley St Unit 2nd floor,,"$1,650",2,1,1092,Apartment for Rent,(860) 999-2818,,,https://www.apartments.com/76-gridley-st-bristol-ct-unit-2nd-floor/p79kc9v/,prosumer,2025-07-01T04:17:32.410Z
zf3b79z,"410 Emmett St Unit 82, Bristol, CT 06010",410 Emmett St Unit 82,,"$2,000",2,1.5,1492,Condo for Rent,(860) 450-2620,,,https://www.apartments.com/410-emmett-st-bristol-ct-unit-82/zf3b79z/,prosumer,2025-07-01T04:17:32.420Z
g04bvgw,"19 Hurlburt St, New Britain, CT 06051",19 Hurlburt St,,"$2,000",3,1.5,1128,Apartment for Rent,(860) 384-1947,,,https://www.apartments.com/19-hurlburt-st-new-britain-ct/g04bvgw/,prosumer,2025-07-01T04:17:32.429Z
bttbzj9,"500 Farmington Ave Unit 2, New Britain, CT 06053",500 Farmington Ave Unit 2,,"$1,750",3,1.5,1300,Apartment for Rent,(860) 402-8517,,,https://www.apartments.com/500-farmington-ave-new-britain-ct-unit-2/bttbzj9/,prosumer,2025-07-01T04:17:32.444Z
wmm456k,"40 Pulaski St, New Britain, CT 06053",40 Pulaski St,,"$1,800",2,1,2844,Apartment for Rent,(860) 508-8508,,,https://www.apartments.com/40-pulaski-st-new-britain-ct/wmm456k/,prosumer,2025-07-01T04:17:32.461Z
zh7xs1z,"67 Brooklawn St Unit 2nd Floor, New Britain, CT 06052",67 Brooklawn St Unit 2nd Floor,,"$1,600",2,1,1116,Apartment for Rent,(203) 464-5411,,,https://www.apartments.com/67-brooklawn-st-new-britain-ct-unit-2nd-floor/zh7xs1z/,prosumer,2025-07-01T04:17:32.471Z
fwlzktt,"273 Queen St Unit APT 12B, Southington, CT 06489",273 Queen St Unit APT 12B,,"$1,700",2,1.5,920,Condo for Rent,(860) 302-8394,,,https://www.apartments.com/273-queen-st-southington-ct-unit-apt-12b/fwlzktt/,prosumer,2025-07-01T04:17:32.487Z
g3wd3xy,"124 Biruta St Unit A2, New Britain, CT 06053",124 Biruta St Unit A2,,"$1,250",,1,399,Condo for Rent,(860) 280-8702,,,https://www.apartments.com/124-biruta-st-new-britain-ct-unit-a2/g3wd3xy/,prosumer,2025-07-01T04:17:32.502Z
pl5ls2t,"171 School St Unit 2E, Bristol, CT 06010",171 School St Unit 2E,,"$1,375",2,1,1300,Apartment for Rent,(860) 970-6613,,,https://www.apartments.com/171-school-st-bristol-ct-unit-2e/pl5ls2t/,prosumer,2025-07-01T04:17:32.512Z
gt1hhpw,"115 Belden St, New Britain, CT 06051",115 Belden St,,"$2,475",3,1,1350,Apartment for Rent,(860) 815-1280,,,https://www.apartments.com/115-belden-st-new-britain-ct/gt1hhpw/,prosumer,2025-07-01T04:17:32.544Z
c52tbrf,"541 Burritt St, New Britain, CT 06053",541 Burritt St,,"$3,500",6,2.5,2226,Apartment for Rent,(860) 874-6646,,,https://www.apartments.com/541-burritt-st-new-britain-ct/c52tbrf/,prosumer,2025-07-01T04:17:32.558Z
2j75wqb,"15 Burnham St Unit 2, Plymouth, CT 06786",15 Burnham St Unit 2,,"$2,200",6,3,1901,Apartment for Rent,(203) 241-0594,,,https://www.apartments.com/15-burnham-st-plymouth-ct-unit-2/2j75wqb/,prosumer,2025-07-01T04:17:32.568Z
mdxrdsl,"541 Burritt St Unit 1 Floor, New Britain, CT 06053",541 Burritt St Unit 1 Floor,,"$1,750",3,1,2226,Apartment for Rent,(860) 874-6646,,,https://www.apartments.com/541-burritt-st-new-britain-ct-unit-1-floor/mdxrdsl/,prosumer,2025-07-01T04:17:32.584Z
9z4p9f4,"30 Holmes Cir, Farmington, CT 06032",30 Holmes Cir,,"$3,200",3,2,1884,House for Rent,(860) 841-4071,,,https://www.apartments.com/30-holmes-cir-farmington-ct/9z4p9f4/,prosumer,2025-07-01T04:17:32.601Z
